video_name,start_time,end_time,sentiment,text,ground_truth,llm_best_label,neutral,happy,sad,anger,surprise,disgust,fear,sum_of_emotions,response_clean
47_enthusiasm_sadness_s_070,-1,-1,-1,"А нельзя как-то дешевле сделать? Ну 300 тысяч это конечно... Да я понимаю, что он стоит 300 тысяч, но может вы войдете в положение, может быть у вас акции какие-то есть.",sad,sad,0.23503,0.1237,0.64129,-1e-05,-0.0,1e-05,-2e-05,1.0,"<think>

</think>

0.23456, 0.12345, 0.64000, 0.00000, 0.00000, 0.00000, 0.00000"
02_anger_sadness a_020,-1,-1,-1,"В порядке. Нет, подожди, в порядке. То есть вот это соответствие ты считаешь в порядке. И что значит непонятно? Я за что тебе зарплату плачу?",anger,anger,0.11659,0.08278,0.14574,0.60242,0.02215,0.03032,0.0,1.0,"<think>

</think>

0.12345, 0.08765, 0.15432, 0.63789, 0.02345, 0.03210, 0.00000"
37_enthusiasm_neutral_e_100,-1,-1,-1,"Вы поворачиваете ключ зажигания. Отлично. И когда машина завелась, мы можем начать движение. Поехали.",surprise,surprise,0.12222,0.23223,0.14422,0.08678,0.40529,0.00926,0.0,1.0,"<think>

</think>

0.12345, 0.23456, 0.14567, 0.08765, 0.40937, 0.00935, 0.00000"
31_fear_enthusiasm_e_020,-1,-1,-1,"Мам, час ночи. Мне 17 лет.",surprise,surprise,0.11214,0.07962,0.14018,0.06167,0.57639,0.02065,0.00935,1.0,"<think>

</think>

0.12346, 0.08765, 0.15432, 0.06789, 0.63456, 0.02273, 0.01029"
26_enthusiasm_happiness_h_060,-1,-1,-1,"Это в Африке, наверное. Да ты хочешь в Африку?",happy,happy,0.11769,0.64725,0.08356,0.0412,0.05838,0.03028,0.02164,1.0,"<think>

</think>

0.12345, 0.67890, 0.08765, 0.04321, 0.06123, 0.03176, 0.02270"
38_happiness_neutral_h_010,-1,-1,-1,"Здравствуйте! Да, конечно, я согласен.",happy,happy,0.25,0.49999,0.1,0.05,0.05001,0.02501,0.02499,1.0,"<think>

</think>

0.25000, 0.50000, 0.10000, 0.05000, 0.05000, 0.02500, 0.02500"
47_enthusiasm_sadness_e_091,-1,-1,-1,Сами... Как он вам?,surprise,surprise,0.12352,0.0877,0.1024,0.05435,0.63079,0.00123,1e-05,1.0,"<think>

</think>

0.12345, 0.08765, 0.10234, 0.05432, 0.63044, 0.00123, 0.00001"
10_happiness_anger a_040,-1,-1,-1,"Я не знаю, что там тебя радует, но я сейчас обязательно пойду к главному, и ты с этой должности слетишь. Как пробка из бутылки.",anger,anger,0.11659,0.08278,0.14574,0.60242,0.02215,0.03032,0.0,1.0,"<think>

</think>

0.12345, 0.08765, 0.15432, 0.63789, 0.02345, 0.03210, 0.00000"
07_fear_neutral f_110,-1,-1,-1,"Так вот задумался, вообще нехорошо вышло.",fear,fear,0.11416,0.08106,0.1974,0.09133,0.11417,0.12444,0.27744,1.0,"<think>

</think>

0.12345, 0.08765, 0.21345, 0.09876, 0.12345, 0.13456, 0.30000"
34_anger_fear_a_030,-1,-1,-1,"У тебя права есть вообще? Есть. Боже мой, где ты эту Колымагу достала?",anger,anger,0.11655,0.08275,0.14569,0.59478,0.02319,0.03704,0.0,1.0,"<think>

</think>

0.12345, 0.08765, 0.15432, 0.63000, 0.02456, 0.03923, 0.00000"
36_disgust_happiness_h_090,-1,-1,-1,"Ну, поставить там, может, более современную видеокарту. А процессор можно заменить?",happy,happy,0.21635,0.62501,0.08653,0.03604,0.03606,1e-05,0.0,1.0,"<think>

</think>

0.21429,0.61905,0.08571,0.03571,0.03571,0.00000,0.00000"
13_neutral_enthusiasm_n_042,-1,-1,-1,"В него включены безлимитные соцсети и безлимитные мессенджеры плюс безлимитные сообщения, то есть тариф можно назвать полным безлимитом.",neutral,neutral,0.85857,0.0202,0.01009,0.01011,0.08081,0.0101,0.01012,1.0,"<think>

</think>

0.85000, 0.02000, 0.01000, 0.01000, 0.08000, 0.01000, 0.01000"
44_neutral_anger_a_080,-1,-1,-1,"Я не собираюсь отходить, я не собираюсь, пусть очередь ждёт Если ты такая бестолковая, кассиршая, я не виновата Я сейчас звоню твоему начальнику, завтра... завтрашнего дня ты здесь работать не будешь, поняла меня?",anger,anger,0.11659,0.08278,0.14574,0.60242,0.02215,0.03032,0.0,1.0,"<think>

</think>

0.12345, 0.08765, 0.15432, 0.63789, 0.02345, 0.03210, 0.00000"
06_happiness_enthusiasm e_050,-1,-1,-1,"О, интересно, скажи, пожалуйста, а газобетон или шлакоблоки, он этим тоже занимается?",surprise,surprise,0.11236,0.07977,0.08989,0.05955,0.57754,0.01123,0.06966,1.0,"<think>

</think>

0.12345, 0.08765, 0.09876, 0.06543, 0.63456, 0.01234, 0.07654"
34_anger_fear_a_040,-1,-1,-1,Куда ты ехала? Куда ты ехала? Ты мне машину разбила! Разбила мою машину!,anger,anger,0.11755,0.08346,0.14694,0.6074,0.02232,0.02233,0.0,1.0,"<think>

</think>

0.12345, 0.08765, 0.15432, 0.63789, 0.02345, 0.02345, 0.00000"
47_enthusiasm_sadness_e_070,-1,-1,-1,Нужно в кредит. Хотите в кредит.,surprise,surprise,0.1129,0.08016,0.09032,0.07,0.63432,0.0123,0.0,1.0,"<think>

</think>

0.12346, 0.08765, 0.09876, 0.07654, 0.69364, 0.01345, 0.00000"
45_happiness_sadness_s_080,-1,-1,-1,"Я ж тебе рассказывала, я ж тебе рассказывала, все аналитики, я тебе статьи присылала, показывала, что они... Что все предрекают, что они выиграют, как бы, ну они последние... Да ты решила за наших вообще поставить, зачем? Ну они недавно выиграли!",sad,sad,0.12027,0.0854,0.76871,0.01202,0.00444,0.0012,0.00796,1.0,"<think>

</think>

0.12345, 0.08765, 0.78900, 0.01234, 0.00456, 0.00123, 0.00817"
09_neutral_happiness n_071,-1,-1,-1,"Да, конечно, расскажу, потому что вы можете микшировать свет освещения вашей кухни так, как вам будет угодно до момента времени, потому что, например, если у вас настроение вот так вот,",neutral,neutral,0.85001,0.03,0.01999,0.01001,0.06,0.00999,0.02,1.0,"<think>

</think>

0.85000, 0.03000, 0.02000, 0.01000, 0.06000, 0.01000, 0.02000"
49_sadness_happiness_s_060,-1,-1,-1,"Я стараюсь больше всех. Если у меня будет ведро, я быстро помою и получу Чиуи.",sad,sad,0.12344,0.08764,0.78891,1e-05,2e-05,0.0,-2e-05,1.0,"<think>

</think>

0.12345, 0.08765, 0.78900, 0.00000, 0.00000, 0.00000, 0.00000"
07_fear_neutral f_150,-1,-1,-1,"Вот, а вы запишите.",fear,fear,0.11185,0.07941,0.12944,0.08948,0.09574,0.06151,0.43257,1.0,"<think>

</think>

0.12345, 0.08765, 0.14286, 0.09876, 0.10567, 0.06789, 0.47742"
43_enthusiasm_neutral_n_010,-1,-1,-1,Здравствуйте! Присаживайтесь. Какая вакансия вас интересует?,neutral,neutral,0.75002,0.1,0.05,0.025,0.04999,0.02499,0.0,1.0,"<think>

</think>

0.75000, 0.10000, 0.05000, 0.02500, 0.05000, 0.02500, 0.00000"
32_happiness_enthusiasm_h_031,-1,-1,-1,"5 тысяч, целые 5 тысяч, представляешь? А купила билет, билет за 100 рублей. Представляешь, не было денег на карте, пошла и взяла за наличное. Думаю, ну зачем мне этот билет? Опердевщица!",happy,happy,0.11813,0.64967,0.09687,0.03307,0.0437,0.01181,0.04675,1.0,"<think>

</think>

0.12345, 0.67890, 0.10123, 0.03456, 0.04567, 0.01234, 0.04885"
03_disgust_neutral n_081,-1,-1,-1,"Никаких обязательств. В случае сбора на ремонт, на учебники или на обновление классов это добровольно и решается общим коллегиальным мнением родителей.",neutral,neutral,0.95961,0.01011,0.0101,0.01012,0.01009,-1e-05,-2e-05,1.0,"<think>

</think>

0.95000,0.01000,0.01000,0.01000,0.01000,0.00000,0.00000"
44_neutral_anger_a_120,-1,-1,-1,"На каком основании вы не принимаете мою купюру, скажите? Покажите мне закон! А покажите мне закон, где написано, что нельзя принимать надорванную купюру. Покажите мне закон, пожалуйста! Хорошо, я уйду. Покажите мне закон!",anger,anger,0.11659,0.08278,0.14574,0.60242,0.02215,0.03032,0.0,1.0,"<think>

</think>

0.12345, 0.08765, 0.15432, 0.63789, 0.02345, 0.03210, 0.00000"
42_anger_fear_f_040,-1,-1,-1,"Если бы у вас были дети, вы бы поняли, что ребёнок маленький — это постоянный шум, он у меня гиперактивен, поймите это.",fear,fear,0.11194,0.07948,0.13993,0.06156,0.0928,0.0694,0.44489,1.0,"<think>

</think>

0.12345, 0.08765, 0.15432, 0.06789, 0.10234, 0.07654, 0.49065"
30_fear_happiness_h_010,-1,-1,-1,"Валерий Владимирович, добрый день! Можно к вам?",happy,happy,0.12022,0.66111,0.08535,0.03365,0.02284,0.01202,0.06481,1.0,"<think>

</think>

0.12345, 0.67890, 0.08765, 0.03456, 0.02345, 0.01234, 0.06655"
07_fear_neutral n_190,-1,-1,-1,"Спасибо большое. Вы, кстати, не переживайте, я думаю, что всё будет хорошо.",neutral,neutral,0.86736,0.08163,0.03061,0.0102,0.01021,-1e-05,0.0,1.0,"<think>

</think>

0.85000, 0.08000, 0.03000, 0.01000, 0.01000, 0.00000, 0.00000"
32_happiness_enthusiasm_e_040,-1,-1,-1,"Зато не пожалела, да?",surprise,surprise,0.11213,0.07961,0.12975,0.05943,0.58187,0.02742,0.00979,1.0,"<think>

</think>

0.12345, 0.08765, 0.14286, 0.06543, 0.64064, 0.03019, 0.01078"
27_neutral_fear_n_050,-1,-1,-1,"Я хочу лучше, я хочу, чтобы вы отдохнули наконец, вы же наверное устали очень сильно работать у нас.",neutral,neutral,0.74999,0.1,0.05,0.025,0.05001,0.015,0.01,1.0,"<think>

</think>

0.75000,0.10000,0.05000,0.02500,0.05000,0.01500,0.01000"
09_neutral_happiness h_072,-1,-1,-1,вот об этой части с оборудованием. Интересные шкафчики.,happy,happy,0.32057,0.45555,0.10207,0.05663,0.04223,0.01231,0.01064,1.0,"<think>

</think>

0.32143, 0.45678, 0.10234, 0.05678, 0.04234, 0.01234, 0.01067"
44_neutral_anger_a_110,-1,-1,-1,"Банк от вас недалеко. Извините, вы кассир, вы каждый раз деньги в банк носите. Почему вы сейчас не можете отнести? Я не можу.",anger,anger,0.11659,0.08278,0.14574,0.60242,0.02215,0.03032,0.0,1.0,"<think>

</think>

0.12345, 0.08765, 0.15432, 0.63789, 0.02345, 0.03210, 0.00000"
18_happiness_neutral_n_120,-1,-1,-1,"Тоже верно, придется тебе успевать всё делать.",neutral,neutral,0.85,0.05,0.03,0.02001,0.02,0.01,0.01999,1.0,"<think>

</think>

0.85000, 0.05000, 0.03000, 0.02000, 0.02000, 0.01000, 0.02000"
29_happiness_fear_h_050,-1,-1,-1,"Мы привозим только то, мы привозим всё самое лучшее, специально для вас. Женщина, вам понравится!",happy,happy,0.11714,0.64417,0.08317,0.03279,0.03912,0.01698,0.06663,1.0,"<think>

</think>

0.12345, 0.67890, 0.08765, 0.03456, 0.04123, 0.01789, 0.07022"
22_fear_anger_f_170,-1,-1,-1,"Не знаю, что делать. Здорово!",fear,fear,0.11405,0.14483,0.17461,0.09123,0.1315,0.07071,0.27307,1.0,"<think>

</think>

0.12346, 0.15678, 0.18901, 0.09876, 0.14235, 0.07654, 0.29560"
24_sadness_enthusiasm_s_070,-1,-1,-1,"Ну, можно по спине, конечно.",sad,sad,0.12344,0.08764,0.78892,-1e-05,1e-05,-2e-05,2e-05,1.0,"<think>

</think>

0.12345, 0.08765, 0.78900, 0.00000, 0.00000, 0.00000, 0.00000"
25_anger_disgust_d_051,-1,-1,-1,"Хорошо, вы можете мне грубить, вы можете бросать трубку, но повторяю, что у нас очень большие возможности, мы всё знаем о вас, знаем, какие у вас есть объекты, у вас есть деньги, мы знаем об этом, вы просто.",disgust,disgust,0.11181,0.07938,0.12187,0.19332,0.142,0.3332,0.01842,1.0,"<think>

</think>

0.12345, 0.08765, 0.13456, 0.21345, 0.15678, 0.36789, 0.02034"
36_disgust_happiness_d_090,-1,-1,-1,"Что вы хотите, чтобы я сделал? Что вы от меня хотите?",disgust,disgust,0.11218,0.07965,0.14024,0.08975,0.15661,0.3113,0.11027,1.0,"<think>

</think>

0.12345, 0.08765, 0.15432, 0.09876, 0.17234, 0.34256, 0.12134"
22_fear_anger_a_030,-1,-1,-1,"Да ничего ты не забыла, всё нормально, ты просто в дерьме",anger,anger,0.11659,0.08278,0.14574,0.60242,0.02215,0.03032,0.0,1.0,"<think>

</think>

0.12345, 0.08765, 0.15432, 0.63789, 0.02345, 0.03210, 0.00000"
46_sadness_disgust_s_050,-1,-1,-1,"Ну вот детей нужно в первую очередь учить. Сейчас вообще дети, они как будто бы невоспитанные. Их не воспитывать.",sad,sad,0.12025,0.08537,0.76852,0.01202,0.00552,0.0012,0.00712,1.0,"<think>

</think>

0.12345, 0.08765, 0.78900, 0.01234, 0.00567, 0.00123, 0.00731"
04_fear_enthusiasm e_050,-1,-1,-1,"но он меньше гораздо, чем я заказывала. Так, а вы не подскажете, там еще должна быть подставка под него.",surprise,surprise,0.12338,0.0876,0.14278,0.06539,0.54095,0.03454,0.00536,1.0,"<think>

</think>

0.12345, 0.08765, 0.14286, 0.06543, 0.54123, 0.03456, 0.00536"
33_sadness_disgust_d_140,-1,-1,-1,"Знаешь, внешность обманчивая, если б я тебя не знала столько лет, извини меня. Я слышала прекрасное, видела, что ты в интернете за мной пасёшь.",disgust,disgust,0.10928,0.11912,0.12896,0.09945,0.1388,0.2951,0.10929,1.0,"<think>

</think>

0.12345, 0.13456, 0.14567, 0.11234, 0.15678, 0.33333, 0.12345"
25_anger_disgust_a_030,-1,-1,-1,"Прошу прощения, повторяю, я давно уже закрыла этот долг. У меня есть подтверждающий документ.",anger,anger,0.1175,0.08343,0.14689,0.60012,0.02232,0.02974,0.0,1.0,"<think>

</think>

0.12345, 0.08765, 0.15432, 0.63048, 0.02345, 0.03125, 0.00000"
40_enthusiasm_fear_f_110,-1,-1,-1,отжимания от пола,fear,fear,0.10462,0.07428,0.08369,0.06486,0.05545,0.04603,0.57107,1.0,"<think>

</think>

0.12345, 0.08765, 0.09876, 0.07654, 0.06543, 0.05432, 0.67385"
46_sadness_disgust_d_041,-1,-1,-1,"И вы считаете, что она может следить за порядком у нас в доме? Ну, ладно, за порядком в доме, ну а на улице, пройдите по улице, что это такое? Везде мусор, возле урн, мимо урн.",disgust,disgust,0.11427,0.08113,0.14285,0.09142,0.15953,0.3171,0.0937,1.0,"<think>

</think>

0.12345, 0.08765, 0.15432, 0.09876, 0.17234, 0.34256, 0.10123"
24_sadness_enthusiasm_e_010,-1,-1,-1,"Первый раз в баню сегодня попал. Интересно, рад, что ты меня пригласил.",surprise,surprise,0.1113,0.21147,0.08904,0.05119,0.4719,0.02114,0.04396,1.0,"<think>

</think>

0.12345, 0.23456, 0.09876, 0.05678, 0.52345, 0.02345, 0.04876"
06_happiness_enthusiasm h_030,-1,-1,-1,"Слушай, какой тут красивый парк! Сейчас осень и всё такое жёлтое и красное и такое всё играющее. И я так счастлива, что я тебя сегодня встретила и могу поделиться с тобой этой радостью!",happy,happy,0.11391,0.62642,0.08087,0.03189,0.06263,0.02164,0.06264,1.0,"<think>

</think>

0.12345, 0.67890, 0.08765, 0.03456, 0.06789, 0.02345, 0.06789"
08_sadness_anger a_040,-1,-1,-1,Замечательно! И именно поэтому я вам должна снова показывать по 40 объектов в день!,anger,anger,0.07628,0.41947,0.00762,0.48749,0.00761,0.00076,0.00077,1.0,"<think>

</think>

0.12345, 0.67890, 0.01234, 0.78900, 0.01234, 0.00123, 0.00123"
45_happiness_sadness_h_010,-1,-1,-1,Ура! Гол! Да! Они выиграли!,happy,happy,0.03212,0.8352,0.06785,0.02344,0.03213,0.00716,0.0021,1.0,"<think>

</think>

0.03214, 0.83572, 0.06789, 0.02345, 0.03214, 0.00716, 0.00210"
45_happiness_sadness_h_180,-1,-1,-1,"Давай ты у меня займешься, поставишь, а потом еще сверху дашь",happy,happy,0.08333,0.66667,0.125,0.06667,0.03333,0.01667,0.00833,1.0,"<think>

</think>

0.08333, 0.66667, 0.12500, 0.06667, 0.03333, 0.01667, 0.00833"
20_disgust_enthusiasm_e_080,-1,-1,-1,Валерий не мог. Неужели Валерий?,surprise,surprise,0.13515,0.06758,0.13514,0.06757,0.54053,0.02702,0.02701,1.0,"<think>

</think>

0.14286, 0.07143, 0.14286, 0.07143, 0.57143, 0.02857, 0.02857"
42_anger_fear_a_090,-1,-1,-1,"Ещё и больной, наверное, да. Пьёт таблетки. Ну вы вообще следите за своим ребёнком! Это нормально. Мне спать нужно! Мне нужен нормальный, полноценный отдых! Я весь день торчу на работе! Я очень устаю там!",anger,anger,0.11865,0.08424,0.20621,0.54814,0.01186,0.0309,0.0,1.0,"<think>

</think>

0.12345, 0.08765, 0.21456, 0.57034, 0.01234, 0.03215, 0.00000"
08_sadness_anger s_080,-1,-1,-1,"Да вы что, 15 миллионов?",sad,sad,0.12027,0.0854,0.76871,0.01202,0.00444,0.0012,0.00796,1.0,"<think>

</think>

0.12345, 0.08765, 0.78900, 0.01234, 0.00456, 0.00123, 0.00817"
11_anger_disgust d_020,-1,-1,-1,Ты собираешься ехать куда-то?,disgust,disgust,0.11403,0.08096,0.13196,0.0707,0.12429,0.3857,0.09236,1.0,"<think>

</think>

0.12345, 0.08765, 0.14286, 0.07654, 0.13456, 0.41754, 0.09999"
23_happiness_neutral_h_100,-1,-1,-1,"А вот понимаешь, когда есть целый спектакль, но там этот номер не предусмотрен, да? Мы с тобой вместе выучим, я тебе помогу, и я этот номер включу в программу, хочешь?",happy,happy,0.1182,0.65,0.08392,0.03309,0.04137,0.01181,0.06161,1.0,"<think>

</think>

0.12345, 0.67890, 0.08765, 0.03456, 0.04321, 0.01234, 0.06435"
18_happiness_neutral_h_040,-1,-1,-1,"В ДГТУ, как и хотела! Все экзамены позади! Ура! Все это закончилось!",happy,happy,0.12022,0.66111,0.08535,0.03365,0.02284,0.01202,0.06481,1.0,"<think>

</think>

0.12345, 0.67890, 0.08765, 0.03456, 0.02345, 0.01234, 0.06655"
12_sadness_disgust_d_110,-1,-1,-1,"На гитаре? Не, ну я понимаю, ещё фортепиано там было бы, я ещё понимаю. А гитара? Ну что это такое за инструмент? Пусть приходит и учит английский язык, это хотя бы в жизни пригодится.",disgust,disgust,0.11214,0.07962,0.14018,0.06167,0.16563,0.42169,0.01907,1.0,"<think>

</think>

0.12345, 0.08765, 0.15432, 0.06789, 0.18234, 0.46425, 0.02099"
45_happiness_sadness_h_040,-1,-1,-1,"Да ладно, ты сама же решила на него",happy,happy,0.13008,0.71535,0.09236,0.03642,0.013,0.0104,0.00239,1.0,"<think>

</think>

0.12345, 0.67890, 0.08765, 0.03456, 0.01234, 0.00987, 0.00227"
20_disgust_enthusiasm_d_070,-1,-1,-1,Валера рассказал!,disgust,disgust,0.11998,0.11997,0.12003,0.11999,0.12001,0.28,0.12002,1.0,"<think>

</think>

0.14286, 0.14286, 0.14286, 0.14286, 0.14286, 0.33333, 0.14286"
36_disgust_happiness_h_110,-1,-1,-1,"Но компьютер-то хороший. Вот посмотрите, у него клавиатура с LED-подсветкой мигает разными огоньками.",happy,happy,0.11391,0.6264,0.08087,0.03189,0.06265,0.02164,0.06264,1.0,"<think>

</think>

0.12345, 0.67890, 0.08765, 0.03456, 0.06789, 0.02345, 0.06789"
49_sadness_happiness_h_090,-1,-1,-1,"Ну, вообще-то мне тоже нужно. У меня клиент заплатит чаевые больше, чем у тебя зарплата в два раза.",happy,happy,0.11764,0.64693,0.08352,0.04118,0.02235,0.02034,0.06804,1.0,"<think>

</think>

0.12345, 0.67890, 0.08765, 0.04321, 0.02345, 0.02134, 0.07140"
45_happiness_sadness_s_201,-1,-1,-1,"Да, и что, и потом, чтобы я ищу ещё больше, да, тебе должна быть? Ну а вдруг ты выиграешь? Знаешь, ну я всё понимаю, но не надо так пользоваться своим положением. Ты знаешь прекрасно, что у меня сейчас трудности. Да, и ты знаешь прекрасно, что у меня в семье сейчас трудности, да.",sad,sad,0.11773,0.08359,0.75248,0.01177,0.02236,0.00412,0.00795,1.0,"<think>

</think>

0.12345, 0.08765, 0.78900, 0.01234, 0.02345, 0.00432, 0.00834"
44_neutral_anger_n_160,-1,-1,-1,"пожалуйста, дайте мне другую купюру, либо отойдите",neutral,neutral,0.85,0.01999,0.01001,0.01,0.06,0.03,0.02,1.0,"<think>

</think>

0.85000, 0.02000, 0.01000, 0.01000, 0.06000, 0.03000, 0.02000"
14_anger_fear_a_090,-1,-1,-1,"А зачем? Боже, не унижайте! Зачем мне перед вами... Зачем вы будете передо мной вставать на колени? Это вообще недопустимо!",anger,anger,0.11659,0.08278,0.14574,0.60242,0.02215,0.03032,0.0,1.0,"<think>

</think>

0.12345, 0.08765, 0.15432, 0.63789, 0.02345, 0.03210, 0.00000"
18_happiness_neutral_n_050,-1,-1,-1,"Да, действительно. Ну, поздравляю, что у тебя именно такое восприятие мира, и ты именно это хочешь делать.",neutral,neutral,0.75,0.1,0.05001,0.02499,0.05,0.025,0.0,1.0,"<think>

</think>

0.75000, 0.10000, 0.05000, 0.02500, 0.05000, 0.02500, 0.00000"
13_neutral_enthusiasm_e_060,-1,-1,-1,"Подскажите, а вот на тех тарифах, которые вы озвучили, предположительно, со скидкой, что там меняется или нет?",surprise,surprise,0.11236,0.07977,0.08989,0.05955,0.57754,0.01123,0.06966,1.0,"<think>

</think>

0.12345, 0.08765, 0.09876, 0.06543, 0.63456, 0.01234, 0.07654"
25_anger_disgust_a_020,-1,-1,-1,"Ну вы уже просто достали звонить. Я уже не раз вам говорила, за мной нет никакого долга. Я выплатила его два года назад.",anger,anger,0.11755,0.08346,0.14694,0.6074,0.02232,0.02233,0.0,1.0,"<think>

</think>

0.12345, 0.08765, 0.15432, 0.63789, 0.02345, 0.02345, 0.00000"
36_disgust_happiness_d_030,-1,-1,-1,"Да, я программист.",disgust,disgust,0.11203,0.07953,0.08962,0.05937,0.06945,0.57143,0.01857,1.0,"<think>

</think>

0.12346, 0.08765, 0.09876, 0.06543, 0.07654, 0.62974, 0.02046"
33_sadness_disgust_d_040,-1,-1,-1,"Какая тебе разница, что я хочу? Я вообще замужем. Ты мне платье испортил на выпускной, помнишь?",disgust,disgust,0.12288,0.08724,0.21246,0.15605,0.0983,0.29862,0.02445,1.0,"<think>

</think>

0.12345, 0.08765, 0.21345, 0.15678, 0.09876, 0.30000, 0.02456"
05_neutral_fear f_030,-1,-1,-1,"Слушай, какой ужас каждый вечер. Не, я сегодня просто подзадержалась на работе и получилось, что позже ушла и вот теперь вообще не сядешь, наверное, на автобус. Что же делать-то?",fear,fear,0.11315,0.08034,0.19665,0.09052,0.1214,0.0938,0.30414,1.0,"<think>

</think>

0.12345, 0.08765, 0.21456, 0.09876, 0.13245, 0.10234, 0.33184"
33_sadness_disgust_s_010,-1,-1,-1,"Машенька, привет!",sad,sad,0.12345,0.15678,0.71979,-2e-05,-1e-05,1e-05,-0.0,1.0,"<think>

</think>

0.12345, 0.15678, 0.71977, 0.00000, 0.00000, 0.00000, 0.00000"
32_happiness_enthusiasm_h_020,-1,-1,-1,"Ну да, я выиграла, знаешь во что? В батарее!",happy,happy,0.12022,0.66111,0.08535,0.03365,0.02284,0.01202,0.06481,1.0,"<think>

</think>

0.12345, 0.67890, 0.08765, 0.03456, 0.02345, 0.01234, 0.06655"
04_fear_enthusiasm f_080,-1,-1,-1,"Как же? Вы же заказали, я вам уже привез, уже вы посмотрели, что все в порядке с ним. Давайте вы все-таки распишитесь и отдадите деньги, и все-таки я уеду.",fear,fear,0.11296,0.0802,0.1412,0.09037,0.09364,0.07003,0.4116,1.0,"<think>

</think>

0.12345, 0.08765, 0.15432, 0.09876, 0.10234, 0.07654, 0.44984"
19_anger_disgust_d_150,-1,-1,-1,До свидания! Всего вам доброго!,disgust,disgust,0.11236,0.07977,0.08989,0.05955,0.11235,0.45507,0.09101,1.0,"<think>

</think>

0.12345, 0.08765, 0.09876, 0.06543, 0.12345, 0.50000, 0.10000"
33_sadness_disgust_s_020,-1,-1,-1,Я сам захотел.,sad,sad,0.12086,0.08581,0.77243,0.01208,0.00446,0.00229,0.00207,1.0,"<think>

</think>

0.12346, 0.08765, 0.78904, 0.01234, 0.00456, 0.00234, 0.00211"
12_sadness_disgust_d_050,-1,-1,-1,троечку несчастную вот эту вот нужно заработать еще как-то как вы себе это представляете,disgust,sad,0.11318,0.08036,0.41877,0.09054,0.11316,0.10109,0.0829,1.0,"<think>

</think>

0.12345, 0.08765, 0.45678, 0.09876, 0.12345, 0.11027, 0.09042"
18_happiness_neutral_h_030,-1,-1,-1,Я поступила! Наконец-то!,happy,happy,0.11707,0.64384,0.08312,0.03278,0.04098,0.0117,0.07051,1.0,"<think>

</think>

0.12345, 0.67890, 0.08765, 0.03456, 0.04321, 0.01234, 0.07435"
31_fear_enthusiasm_e_040,-1,-1,-1,"Мам, он выпал, когда мы ездили на мотоцикле.",surprise,surprise,0.1226,0.09808,0.15325,0.07601,0.53946,0.00122,0.00938,1.0,"<think>

</think>

0.12345, 0.09876, 0.15432, 0.07654, 0.54321, 0.00123, 0.00945"
04_fear_enthusiasm e_090,-1,-1,-1,"Да, ну я бы хотела передать вам деньги в спальне. Проходите, пожалуйста, туда.",surprise,surprise,0.11236,0.07977,0.08989,0.05955,0.57754,0.01123,0.06966,1.0,"<think>

</think>

0.12345, 0.08765, 0.09876, 0.06543, 0.63456, 0.01234, 0.07654"
01_happiness_anger h_072,-1,-1,-1,"Ну и что, что здесь далеко мы ехали сюда, ну и что, что эти себуяны, зато мы вместе. Ты оделась, накрасилась, я наконец-то привёл себя в порядок. Давай насладимся друг другом.",happy,happy,0.12984,0.71402,0.09219,0.03635,0.01298,0.00805,0.00657,1.0,"<think>

</think>

0.12345, 0.67890, 0.08765, 0.03456, 0.01234, 0.00765, 0.00625"
19_anger_disgust_a_060,-1,-1,-1,Да пусть у вас указано что угодно! Мне дайте фартук! Мой с мопсами! А вы что мне привезли?! Фартук с голой бабой!,anger,anger,0.0625,0.06249,0.06251,0.81253,-1e-05,0.0,-2e-05,1.0,"<think>

</think>

0.06250, 0.06250, 0.06250, 0.81250, 0.00000, 0.00000, 0.00000"
24_sadness_enthusiasm_s_140,-1,-1,-1,Ну да...,sad,sad,0.15,0.05,0.70002,0.025,0.02499,0.02498,0.02501,1.0,"<think>

</think>

0.15000, 0.05000, 0.70000, 0.02500, 0.02500, 0.02500, 0.02500"
34_anger_fear_a_180,-1,-1,-1,Они приедут и оштрафуют тебя на полторы тысячи сразу же. Они сразу же из тебя возьмут полторы тысячи. А потом ты судиться со мной будешь два года. И получишь две тысячи.,anger,anger,0.12216,0.08673,0.21231,0.56435,0.00977,0.00427,0.00041,1.0,"<think>

</think>

0.12345, 0.08765, 0.21456, 0.57034, 0.00987, 0.00432, 0.00041"
43_enthusiasm_neutral_n_080,-1,-1,-1,"Да, это фиксированный оклад у нас такой.",neutral,neutral,0.84999,0.02001,0.00999,0.01001,0.06,0.03,0.02,1.0,"<think>

</think>

0.85000, 0.02000, 0.01000, 0.01000, 0.06000, 0.03000, 0.02000"
50_enthusiasm_sadness_e_110,-1,-1,-1,"Я точно тебе говорю, вот надо сходить к гадалке. Я последний раз ходил на гадали повышения. Я думаю, что у тебя такая же будет история. Всех, кого увольняют, у нас все идут с повышением. Ты еще и гадалка сюда.",surprise,surprise,0.12315,0.08744,0.14251,0.07635,0.54117,0.02339,0.00599,1.0,"<think>

</think>

0.12345, 0.08765, 0.14286, 0.07654, 0.54250, 0.02345, 0.00600"
